,شهر,تاريخ الشراء,رقم الكارت,هل انت راض عن جودة اللحوم المقدمه داخل القسم,هل انت راض عن وقت التسويه للحوم المباعه بالقسم,هل انت راض عن مذاق اللحوم الموجوده بالقسم,هل انت راض عن مستوى جودة الخدمه بشكل عام,هل هناك اي ملاحظات او اصناف ترغب في توافرها,نوع الاستبيان
4859,يوليو,45122,513311,لا,لا,لا,لا,نعم,شكوي
4860,يوليو,45122,630023,نعم,نعم,نعم,نعم,لا,شكر
4861,يوليو,45122,526641,نعم,نعم,نعم,نعم,لا,شكر
4862,يوليو,45122,521064,نعم,نعم,نعم,نعم,لا,شكر
4863,يوليو,45122,516031,نعم,نعم,نعم,نعم,لا,شكر
4864,يوليو,45122,520734,نعم,نعم,نعم,نعم,لا,شكر
4865,يوليو,45122,507933,نعم,نعم,نعم,نعم,لا,شكر
4866,يوليو,45122,519974,نعم,نعم,نعم,نعم,لا,شكر
4867,يوليو,45122,614524,نعم,نعم,نعم,نعم,لا,شكر
4868,يوليو,45122,510174,نعم,نعم,نعم,نعم,لا,شكر
4869,يوليو,45122,516905,نعم,نعم,نعم,نعم,لا,شكر
4870,يوليو,45122,614382,نعم,نعم,نعم,نعم,نعم,اقتراح
4871,يوليو,45122,510191,نعم,نعم,نعم,نعم,لا,شكر
4872,يوليو,45122,516863,نعم,نعم,نعم,نعم,لا,شكر
4873,يوليو,45122,628897,نعم,نعم,نعم,نعم,لا,شكر
4874,يوليو,45122,514680,نعم,نعم,نعم,نعم,لا,شكر
4875,يوليو,45122,836578,نعم,نعم,نعم,نعم,لا,شكر
4876,يوليو,45122,631723,نعم,نعم,نعم,نعم,لا,شكر
4877,يوليو,45122,603652,نعم,نعم,نعم,نعم,نعم,اقتراح
4878,يوليو,45122,627587,نعم,نعم,نعم,نعم,لا,شكر
4879,يوليو,45122,604462,نعم,نعم,نعم,نعم,لا,شكر
4880,يوليو,45122,513772,نعم,نعم,نعم,نعم,لا,شكر
4881,يوليو,45122,513869,نعم,نعم,نعم,نعم,لا,شكر
4882,يوليو,45122,625711,نعم,نعم,نعم,نعم,لا,شكر
4883,يوليو,45122,631479,نعم,نعم,نعم,نعم,لا,شكر
4884,يوليو,45122,522097,نعم,نعم,نعم,نعم,لا,شكر
4885,يوليو,45122,615219,نعم,نعم,نعم,نعم,لا,شكر
4886,يوليو,45122,788969,نعم,نعم,نعم,نعم,لا,شكر
4887,يوليو,45123,2155854,نعم,نعم,نعم,نعم,لا,شكر
4888,يوليو,45123,617200,نعم,نعم,نعم,نعم,لا,شكر
4889,يوليو,45123,739202,نعم,نعم,نعم,نعم,لا,شكر
4890,يوليو,45123,631410,نعم,نعم,نعم,لا,نعم,شكوي
4891,يوليو,45123,602402,نعم,نعم,نعم,نعم,لا,شكر
4892,يوليو,45123,835073,نعم,نعم,نعم,نعم,لا,شكر
4893,يوليو,45123,605073,نعم,نعم,نعم,نعم,لا,شكر
4894,يوليو,45123,617130,نعم,نعم,نعم,لا,نعم,شكوي
4895,يوليو,45123,509936,نعم,نعم,نعم,نعم,لا,شكر
4896,يوليو,45123,607447,نعم,نعم,نعم,نعم,لا,شكر
4897,يوليو,45123,602737,نعم,نعم,نعم,نعم,لا,شكر
4898,يوليو,45123,621109,نعم,نعم,نعم,نعم,لا,شكر
4899,يوليو,45123,2152421,نعم,نعم,نعم,نعم,لا,شكر
4900,يوليو,45123,510720,نعم,نعم,نعم,نعم,لا,شكر
4901,يوليو,45123,2151465,نعم,نعم,نعم,نعم,لا,شكر
4902,يوليو,45123,510525,نعم,نعم,نعم,نعم,لا,شكر
4903,يوليو,45123,522898,نعم,نعم,نعم,نعم,لا,شكر
4904,يوليو,45123,626922,نعم,نعم,نعم,نعم,لا,شكر
4905,يوليو,45123,613165,نعم,نعم,نعم,نعم,لا,شكر
4906,يوليو,45123,514784,نعم,نعم,نعم,نعم,لا,شكر
4907,يوليو,45123,2153979,نعم,نعم,نعم,نعم,لا,شكر
4908,يوليو,45123,606601,نعم,نعم,نعم,نعم,لا,شكر
4909,يوليو,45123,517700,نعم,نعم,نعم,نعم,لا,شكر
4910,يوليو,45123,624297,نعم,نعم,نعم,نعم,لا,شكر
4911,يوليو,45123,516995,نعم,نعم,نعم,نعم,لا,شكر
4912,يوليو,45123,618117,نعم,نعم,نعم,نعم,لا,شكر
4913,يوليو,45123,524078,نعم,نعم,نعم,نعم,لا,شكر
4914,يوليو,45123,690286,نعم,نعم,نعم,نعم,لا,شكر
4915,يوليو,45123,606281,نعم,نعم,نعم,نعم,لا,شكر
4916,يوليو,45123,509668,نعم,نعم,نعم,لا,نعم,شكوي
4917,يوليو,45123,520142,نعم,نعم,نعم,نعم,لا,شكر
4918,يوليو,45123,602847,نعم,نعم,نعم,نعم,لا,شكر
4919,يوليو,45123,2158724,نعم,نعم,نعم,نعم,لا,شكر
4920,يوليو,45123,626909,نعم,نعم,نعم,نعم,لا,شكر
4921,يوليو,45123,512074,نعم,نعم,نعم,لا,نعم,شكوي
4922,يوليو,45123,619311,نعم,نعم,نعم,نعم,لا,شكر
4923,يوليو,45123,526171,نعم,نعم,نعم,نعم,لا,شكر
4924,يوليو,45123,630119,نعم,نعم,نعم,نعم,لا,شكر
4925,يوليو,45123,616421,نعم,نعم,نعم,نعم,لا,شكر
4926,يوليو,45123,507990,نعم,نعم,نعم,نعم,لا,شكر
4927,يوليو,45125,507224,نعم,نعم,نعم,لا,نعم,شكوي
4928,يوليو,45125,507312,نعم,نعم,نعم,نعم,لا,شكر
4929,يوليو,45125,507500,نعم,نعم,نعم,نعم,لا,شكر
4930,يوليو,45125,507584,نعم,نعم,نعم,نعم,لا,شكر
4931,يوليو,45125,507939,لا,لا,لا,لا,نعم,شكوي
4932,يوليو,45125,508397,نعم,نعم,نعم,لا,نعم,شكوي
4933,يوليو,45125,508494,نعم,نعم,نعم,نعم,لا,شكر
4934,يوليو,45125,508592,نعم,نعم,نعم,لا,نعم,شكوي
4935,يوليو,45125,508664,نعم,نعم,نعم,نعم,لا,شكر
4936,يوليو,45125,509102,نعم,نعم,نعم,نعم,لا,شكر
4937,يوليو,45125,509407,نعم,نعم,نعم,نعم,لا,شكر
4938,يوليو,45125,509554,نعم,نعم,نعم,نعم,لا,شكر
4939,يوليو,45125,509760,نعم,نعم,نعم,نعم,لا,شكر
4940,يوليو,45125,510172,نعم,نعم,نعم,نعم,لا,شكر
4941,يوليو,45125,510493,نعم,نعم,نعم,نعم,نعم,اقتراح
4942,يوليو,45125,510641,نعم,نعم,نعم,نعم,لا,شكر
4943,يوليو,45125,510952,لا,لا,لا,لا,نعم,شكوي
4944,يوليو,45125,511046,نعم,نعم,نعم,نعم,لا,شكر
4945,يوليو,45125,513080,نعم,نعم,نعم,نعم,لا,شكر
4946,يوليو,45125,513364,نعم,نعم,نعم,نعم,لا,شكر
4947,يوليو,45125,513455,نعم,نعم,نعم,نعم,نعم,اقتراح
4948,يوليو,45125,514440,نعم,نعم,نعم,نعم,لا,شكر
4949,يوليو,45125,514519,نعم,نعم,نعم,نعم,لا,شكر
4950,يوليو,45125,514620,نعم,نعم,نعم,نعم,لا,شكر
4951,يوليو,45125,515334,لا,لا,لا,لا,نعم,شكوي
4952,يوليو,45125,515459,نعم,نعم,نعم,نعم,لا,شكر
4953,يوليو,45125,515731,نعم,نعم,نعم,نعم,نعم,اقتراح
4954,يوليو,45125,516925,نعم,نعم,نعم,نعم,لا,شكر
4955,يوليو,45125,517538,لا,لا,لا,لا,نعم,شكوي
4956,يوليو,45125,520577,نعم,نعم,نعم,نعم,لا,شكر
4957,يوليو,45125,522375,نعم,نعم,نعم,نعم,لا,شكر
4958,يوليو,45125,523665,نعم,نعم,نعم,نعم,لا,شكر
4959,يوليو,45125,524015,نعم,نعم,نعم,نعم,لا,شكر
4960,يوليو,45125,524078,نعم,نعم,نعم,نعم,لا,شكر
4961,يوليو,45125,524299,نعم,نعم,نعم,نعم,لا,شكر
4962,يوليو,45125,524470,نعم,نعم,نعم,نعم,لا,شكر
4963,يوليو,45125,525559,نعم,نعم,نعم,نعم,لا,شكر
4964,يوليو,45126,507251,نعم,نعم,نعم,نعم,لا,شكر
4965,يوليو,45126,507420,نعم,نعم,نعم,نعم,لا,شكر
4966,يوليو,45126,507500,نعم,نعم,نعم,نعم,لا,شكر
4967,يوليو,45126,507556,نعم,نعم,نعم,نعم,لا,شكر
4968,يوليو,45126,508159,نعم,نعم,نعم,نعم,لا,شكر
4969,يوليو,45126,508395,نعم,نعم,نعم,نعم,لا,شكر
4970,يوليو,45126,508494,نعم,نعم,نعم,نعم,لا,شكر
4971,يوليو,45126,508664,نعم,نعم,نعم,نعم,لا,شكر
4972,يوليو,45126,509096,نعم,نعم,نعم,نعم,لا,شكر
4973,يوليو,45126,509350,نعم,نعم,نعم,نعم,لا,شكر
4974,يوليو,45126,509692,نعم,نعم,نعم,نعم,لا,شكر
4975,يوليو,45126,510980,نعم,نعم,نعم,لا,نعم,شكوي
4976,يوليو,45126,511087,نعم,نعم,نعم,لا,نعم,شكوي
4977,يوليو,45126,511194,نعم,نعم,نعم,نعم,لا,شكر
4978,يوليو,45126,511639,نعم,نعم,نعم,نعم,لا,شكر
4979,يوليو,45126,511681,نعم,نعم,نعم,لا,نعم,شكوي
4980,يوليو,45126,512401,نعم,نعم,نعم,نعم,لا,شكر
4981,يوليو,45126,514138,نعم,نعم,نعم,نعم,لا,شكر
4982,يوليو,45126,514478,نعم,نعم,نعم,نعم,لا,شكر
4983,يوليو,45126,514538,نعم,نعم,نعم,نعم,لا,شكر
4984,يوليو,45126,514686,نعم,نعم,نعم,لا,نعم,اقتراح
4985,يوليو,45126,519023,نعم,نعم,نعم,نعم,لا,شكر
4986,يوليو,45126,520230,نعم,نعم,نعم,نعم,لا,شكر
4987,يوليو,45126,520870,نعم,نعم,نعم,نعم,لا,شكر
4988,يوليو,45126,521689,لا,لا,لا,نعم,نعم,شكوي
4989,يوليو,45126,521852,نعم,نعم,نعم,لا,نعم,شكوي
4990,يوليو,45126,522785,نعم,نعم,نعم,نعم,لا,شكر
4991,يوليو,45126,522898,نعم,نعم,نعم,نعم,لا,شكر
4992,يوليو,45126,523182,نعم,نعم,نعم,نعم,لا,شكر
4993,يوليو,45126,523369,نعم,نعم,نعم,نعم,لا,شكر
4994,يوليو,45126,523938,نعم,نعم,نعم,لا,نعم,شكوي
4995,يوليو,45126,524162,نعم,نعم,نعم,نعم,لا,شكر
4996,يوليو,45126,524215,نعم,نعم,نعم,نعم,لا,شكر
4997,يوليو,45126,524568,نعم,نعم,نعم,نعم,لا,شكر
4998,يوليو,45126,525408,نعم,نعم,نعم,نعم,لا,شكر
4999,يوليو,45126,527784,نعم,نعم,نعم,نعم,لا,شكر
5000,يوليو,45126,527995,نعم,نعم,نعم,نعم,لا,شكر
5001,يوليو,45126,528939,نعم,نعم,نعم,نعم,لا,شكر
5002,يوليو,45126,529570,نعم,نعم,نعم,نعم,لا,شكر
5003,يوليو,45127,65285,نعم,نعم,نعم,لا,نعم,شكوي
5004,يوليو,45127,229955,نعم,نعم,نعم,نعم,لا,شكر
5005,يوليو,45127,492246,نعم,نعم,نعم,نعم,لا,شكر
5006,يوليو,45127,507353,نعم,نعم,نعم,نعم,لا,شكر
5007,يوليو,45127,507684,نعم,نعم,نعم,نعم,لا,شكر
5008,يوليو,45127,507739,نعم,نعم,نعم,نعم,لا,شكر
5009,يوليو,45127,507827,نعم,نعم,نعم,لا,نعم,شكوي
5010,يوليو,45127,508100,نعم,نعم,نعم,نعم,لا,شكر
5011,يوليو,45127,508324,نعم,نعم,نعم,نعم,لا,شكر
5012,يوليو,45127,508597,نعم,نعم,نعم,نعم,لا,شكر
5013,يوليو,45127,508928,نعم,نعم,نعم,نعم,لا,شكر
5014,يوليو,45127,509075,نعم,نعم,نعم,نعم,لا,شكر
5015,يوليو,45127,509895,نعم,نعم,نعم,نعم,لا,شكر
5016,يوليو,45127,510483,نعم,نعم,نعم,لا,نعم,شكوي
5017,يوليو,45127,511053,نعم,نعم,نعم,لا,نعم,شكوي
5018,يوليو,45127,511153,نعم,نعم,نعم,نعم,لا,شكر
5019,يوليو,45127,511719,نعم,نعم,نعم,نعم,لا,شكر
5020,يوليو,45127,512412,نعم,نعم,نعم,لا,نعم,شكوي
5021,يوليو,45127,513070,نعم,نعم,نعم,نعم,لا,شكر
5022,يوليو,45127,513332,نعم,نعم,نعم,نعم,لا,شكر
5023,يوليو,45127,513446,نعم,لا,نعم,نعم,لا,شكر
5024,يوليو,45127,513521,نعم,نعم,نعم,نعم,لا,شكر
5025,يوليو,45127,513921,نعم,نعم,نعم,نعم,لا,شكر
5026,يوليو,45127,514310,نعم,نعم,نعم,نعم,لا,شكر
5027,يوليو,45127,514857,نعم,نعم,نعم,نعم,لا,شكر
5028,يوليو,45127,515807,نعم,نعم,نعم,نعم,لا,شكر
5029,يوليو,45127,516391,نعم,نعم,نعم,نعم,لا,شكر
5030,يوليو,45127,518203,نعم,نعم,نعم,نعم,لا,شكر
5031,يوليو,45127,518874,نعم,نعم,نعم,نعم,لا,شكر
5032,يوليو,45127,519157,نعم,نعم,نعم,نعم,لا,شكر
5033,يوليو,45127,519261,نعم,نعم,نعم,لا,نعم,شكوي
5034,يوليو,45127,519505,نعم,نعم,نعم,نعم,لا,شكر
5035,يوليو,45127,519568,نعم,نعم,نعم,نعم,لا,شكر
5036,يوليو,45127,519647,نعم,نعم,نعم,نعم,لا,شكر
5037,يوليو,45127,520032,نعم,نعم,نعم,نعم,لا,شكر
5038,يوليو,45127,520555,نعم,نعم,نعم,نعم,لا,شكر
5039,يوليو,45127,520857,نعم,نعم,نعم,نعم,لا,شكر
5040,يوليو,45127,520860,نعم,نعم,نعم,نعم,لا,شكر
5041,يوليو,45127,521125,نعم,نعم,نعم,نعم,لا,شكر
5042,يوليو,45127,521190,نعم,نعم,نعم,نعم,لا,شكر
5043,يوليو,45127,522047,نعم,نعم,نعم,لا,نعم,شكوي
5044,يوليو,45127,522062,نعم,نعم,نعم,نعم,لا,شكر
5045,يوليو,45127,523167,نعم,نعم,نعم,نعم,لا,شكر
5046,يوليو,45127,523414,نعم,نعم,نعم,نعم,لا,شكر
5047,يوليو,45127,523733,نعم,نعم,نعم,نعم,لا,شكر
5048,يوليو,45127,527056,نعم,نعم,نعم,نعم,لا,شكر
5049,يوليو,45128,47248,نعم,نعم,نعم,نعم,لا,شكر
5050,يوليو,45128,225154,نعم,نعم,نعم,نعم,لا,شكر
5051,يوليو,45128,225636,نعم,نعم,نعم,نعم,لا,شكر
5052,يوليو,45128,507738,نعم,نعم,نعم,نعم,لا,شكر
5053,يوليو,45128,508752,نعم,نعم,نعم,نعم,لا,شكر
5054,يوليو,45128,509479,نعم,نعم,نعم,نعم,لا,شكر
5055,يوليو,45128,509790,نعم,نعم,نعم,نعم,لا,شكر
5056,يوليو,45128,509896,نعم,نعم,نعم,لا,نعم,شكوي
5057,يوليو,45128,509991,نعم,نعم,نعم,نعم,لا,شكر
5058,يوليو,45128,510269,لا,لا,لا,نعم,لا,شكر
5059,يوليو,45128,511290,نعم,نعم,نعم,نعم,لا,شكر
5060,يوليو,45128,511313,نعم,نعم,نعم,نعم,لا,شكر
5061,يوليو,45128,511316,نعم,نعم,نعم,نعم,لا,شكر
5062,يوليو,45128,511718,نعم,نعم,نعم,لا,نعم,شكوي
5063,يوليو,45128,511768,نعم,نعم,نعم,نعم,لا,شكر
5064,يوليو,45128,511884,نعم,نعم,نعم,نعم,لا,شكر
5065,يوليو,45128,512173,نعم,نعم,نعم,نعم,لا,شكر
5066,يوليو,45128,512753,نعم,نعم,نعم,لا,نعم,اقتراح
5067,يوليو,45128,512947,نعم,نعم,نعم,نعم,لا,شكر
5068,يوليو,45128,513047,نعم,نعم,نعم,نعم,لا,شكر
5069,يوليو,45128,513570,نعم,نعم,نعم,نعم,لا,شكر
5070,يوليو,45128,514245,نعم,نعم,نعم,نعم,لا,شكر
5071,يوليو,45128,514338,نعم,نعم,نعم,نعم,لا,شكر
5072,يوليو,45128,514697,نعم,نعم,نعم,نعم,لا,شكر
5073,يوليو,45128,514770,لا,لا,لا,نعم,نعم,شكوي
5074,يوليو,45128,514887,نعم,نعم,نعم,نعم,لا,شكر
5075,يوليو,45128,515335,نعم,نعم,نعم,نعم,لا,شكر
5076,يوليو,45128,515883,نعم,نعم,نعم,نعم,لا,شكر
5077,يوليو,45128,516484,نعم,نعم,نعم,نعم,لا,شكر
5078,يوليو,45128,519984,نعم,نعم,نعم,نعم,لا,شكر
5079,يوليو,45128,521072,نعم,نعم,نعم,نعم,لا,شكر
5080,يوليو,45128,521809,نعم,نعم,نعم,نعم,لا,شكر
5081,يوليو,45128,522006,نعم,نعم,نعم,نعم,لا,شكر
5082,يوليو,45128,522058,نعم,نعم,نعم,نعم,لا,شكر
5083,يوليو,45128,522602,نعم,نعم,نعم,نعم,لا,شكر
5084,يوليو,45128,523336,نعم,نعم,نعم,نعم,لا,شكر
5085,يوليو,45128,523497,نعم,نعم,نعم,نعم,لا,شكر
5086,يوليو,45128,526023,نعم,نعم,نعم,نعم,لا,شكر
5087,يوليو,45128,526043,نعم,نعم,نعم,نعم,لا,شكر
5088,يوليو,45128,526122,نعم,نعم,نعم,نعم,لا,شكر
5089,يوليو,45128,527640,نعم,نعم,نعم,نعم,لا,شكر
5090,يوليو,45129,507635,نعم,نعم,نعم,نعم,لا,شكر
5091,يوليو,45129,625577,نعم,نعم,نعم,نعم,لا,شكر
5092,يوليو,45129,628223,نعم,نعم,نعم,نعم,لا,شكر
5093,يوليو,45129,834026,نعم,نعم,نعم,نعم,لا,شكر
5094,يوليو,45129,836886,نعم,نعم,نعم,نعم,لا,شكر
5095,يوليو,45129,519200,نعم,نعم,نعم,نعم,لا,شكر
5096,يوليو,45129,528661,نعم,نعم,نعم,نعم,نعم,اقتراح
5097,يوليو,45129,624760,نعم,نعم,نعم,نعم,لا,شكر
5098,يوليو,45129,517976,نعم,نعم,نعم,نعم,لا,شكر
5099,يوليو,45129,630147,نعم,نعم,نعم,نعم,لا,شكر
5100,يوليو,45129,838766,نعم,نعم,نعم,نعم,لا,شكر
5101,يوليو,45129,609264,لا,لا,لا,لا,نعم,شكوي
5102,يوليو,45129,627334,نعم,نعم,نعم,نعم,لا,شكر
5103,يوليو,45129,419047,نعم,نعم,نعم,نعم,لا,شكر
5104,يوليو,45129,601413,لا,لا,لا,لا,نعم,شكوي
5105,يوليو,45129,508601,نعم,نعم,نعم,نعم,لا,شكر
5106,يوليو,45129,608320,نعم,نعم,نعم,نعم,لا,شكر
5107,يوليو,45129,629426,نعم,نعم,نعم,نعم,لا,شكر
5108,يوليو,45129,508981,نعم,نعم,نعم,نعم,لا,شكر
5109,يوليو,45129,503234,نعم,نعم,نعم,نعم,لا,شكر
5110,يوليو,45129,529361,نعم,نعم,نعم,نعم,نعم,اقتراح
5111,يوليو,45129,507364,نعم,نعم,نعم,نعم,لا,شكر
5112,يوليو,45129,625737,نعم,نعم,نعم,نعم,لا,شكر
5113,يوليو,45129,622897,نعم,نعم,نعم,نعم,لا,شكر
5114,يوليو,45129,608269,نعم,نعم,نعم,نعم,لا,شكر
5115,يوليو,45129,628566,نعم,نعم,نعم,نعم,لا,شكر
5116,يوليو,45129,629532,نعم,نعم,نعم,نعم,لا,شكر
5117,يوليو,45129,837596,لا,لا,لا,لا,نعم,شكوي
5118,يوليو,45129,515955,نعم,نعم,نعم,نعم,نعم,اقتراح
5119,يوليو,45129,2158269,نعم,نعم,نعم,نعم,لا,شكر
5120,يوليو,45129,515113,نعم,نعم,نعم,نعم,لا,شكر
5121,يوليو,45129,788998,لا,لا,لا,لا,نعم,شكوي
5122,يوليو,45129,518739,نعم,نعم,نعم,نعم,لا,شكر
5123,يوليو,45129,611008,نعم,نعم,نعم,نعم,لا,شكر
5124,يوليو,45129,631542,نعم,نعم,نعم,نعم,لا,شكر
5125,يوليو,45129,621236,نعم,نعم,نعم,نعم,نعم,اقتراح
5126,يوليو,45129,2114895,لا,لا,لا,لا,نعم,شكوي
5127,يوليو,45129,620064,نعم,نعم,نعم,نعم,لا,شكر
5128,يوليو,45129,511150,لا,لا,لا,لا,نعم,شكوي
5129,يوليو,45129,621495,نعم,نعم,نعم,نعم,لا,شكر
5130,يوليو,45129,611674,نعم,نعم,نعم,نعم,لا,شكر
5131,يوليو,45129,520813,نعم,نعم,نعم,نعم,لا,شكر
5132,يوليو,45129,618514,نعم,نعم,نعم,نعم,لا,شكر
5133,يوليو,45129,321675,نعم,نعم,نعم,نعم,لا,شكر
5134,يوليو,45130,838066,نعم,نعم,نعم,نعم,لا,شكر
5135,يوليو,45130,513595,نعم,نعم,نعم,لا,نعم,شكوي
5136,يوليو,45130,508062,نعم,نعم,نعم,نعم,لا,شكر
5137,يوليو,45130,617575,نعم,نعم,نعم,نعم,لا,شكر
5138,يوليو,45130,618457,نعم,نعم,نعم,نعم,لا,شكر
5139,يوليو,45130,625871,نعم,نعم,نعم,نعم,لا,شكر
5140,يوليو,45130,600649,نعم,نعم,نعم,نعم,لا,شكر
5141,يوليو,45130,630441,نعم,نعم,نعم,نعم,لا,شكر
5142,يوليو,45130,620610,نعم,نعم,نعم,نعم,لا,شكر
5143,يوليو,45130,608278,نعم,نعم,نعم,نعم,لا,شكر
5144,يوليو,45130,521586,نعم,نعم,نعم,نعم,لا,شكر
5145,يوليو,45130,2151041,نعم,نعم,نعم,نعم,لا,شكر
5146,يوليو,45130,624170,نعم,نعم,نعم,نعم,لا,شكر
5147,يوليو,45130,516015,نعم,نعم,نعم,نعم,لا,شكر
5148,يوليو,45130,612794,نعم,نعم,نعم,نعم,لا,شكر
5149,يوليو,45130,602047,نعم,نعم,نعم,نعم,لا,شكر
5150,يوليو,45130,2151638,نعم,نعم,نعم,نعم,لا,شكر
5151,يوليو,45130,511921,نعم,نعم,نعم,نعم,لا,شكر
5152,يوليو,45130,513871,نعم,نعم,نعم,نعم,لا,شكر
5153,يوليو,45130,510503,نعم,نعم,نعم,نعم,لا,شكر
5154,يوليو,45130,519428,نعم,نعم,نعم,نعم,لا,شكر
5155,يوليو,45130,618362,نعم,نعم,نعم,نعم,لا,شكر
5156,يوليو,45130,621445,نعم,نعم,نعم,نعم,لا,شكر
5157,يوليو,45130,612703,نعم,نعم,نعم,نعم,لا,شكر
5158,يوليو,45130,517963,نعم,نعم,نعم,نعم,لا,شكر
5159,يوليو,45130,611358,نعم,نعم,نعم,نعم,لا,شكر
5160,يوليو,45130,507616,نعم,نعم,نعم,نعم,لا,شكر
5161,يوليو,45130,508626,نعم,نعم,نعم,نعم,لا,شكر
5162,يوليو,45130,508606,نعم,نعم,نعم,نعم,لا,شكر
5163,يوليو,45130,600695,نعم,نعم,نعم,نعم,لا,شكر
5164,يوليو,45130,518832,نعم,نعم,نعم,نعم,لا,شكر
5165,يوليو,45130,523762,نعم,نعم,نعم,نعم,لا,شكر
5166,يوليو,45130,612772,نعم,نعم,نعم,نعم,لا,شكر
5167,يوليو,45130,630366,نعم,نعم,نعم,نعم,لا,شكر
5168,يوليو,45131,118469,نعم,نعم,نعم,نعم,لا,شكر
5169,يوليو,45131,334507,نعم,نعم,نعم,نعم,لا,شكر
5170,يوليو,45131,507189,نعم,نعم,نعم,نعم,لا,شكر
5171,يوليو,45131,507739,نعم,نعم,نعم,نعم,لا,شكر
5172,يوليو,45131,507804,نعم,نعم,نعم,نعم,لا,شكر
5173,يوليو,45131,507972,نعم,نعم,نعم,نعم,لا,شكر
5174,يوليو,45131,509343,نعم,نعم,نعم,نعم,لا,شكر
5175,يوليو,45131,509578,نعم,نعم,نعم,نعم,لا,شكر
5176,يوليو,45131,510186,نعم,نعم,نعم,نعم,لا,شكر
5177,يوليو,45131,510745,نعم,نعم,نعم,نعم,لا,شكر
5178,يوليو,45131,510850,نعم,نعم,نعم,لا,نعم,شكوي
5179,يوليو,45131,511639,نعم,نعم,نعم,نعم,لا,شكر
5180,يوليو,45131,512295,نعم,نعم,نعم,نعم,لا,شكر
5181,يوليو,45131,512483,نعم,نعم,نعم,نعم,لا,شكر
5182,يوليو,45131,513301,نعم,نعم,نعم,نعم,لا,شكر
5183,يوليو,45131,513778,نعم,نعم,نعم,نعم,لا,شكر
5184,يوليو,45131,513901,نعم,نعم,نعم,نعم,لا,شكر
5185,يوليو,45131,515289,نعم,نعم,نعم,نعم,لا,شكر
5186,يوليو,45131,515638,نعم,نعم,نعم,نعم,لا,شكر
5187,يوليو,45131,516246,نعم,نعم,نعم,نعم,لا,شكر
5188,يوليو,45131,517036,نعم,نعم,نعم,نعم,لا,شكر
5189,يوليو,45131,517395,نعم,نعم,نعم,نعم,لا,شكر
5190,يوليو,45131,517834,نعم,نعم,نعم,نعم,نعم,شكر
5191,يوليو,45131,517856,نعم,نعم,نعم,نعم,لا,شكر
5192,يوليو,45131,518077,نعم,نعم,نعم,نعم,لا,شكر
5193,يوليو,45131,519037,نعم,نعم,نعم,نعم,لا,شكر
5194,يوليو,45131,519275,نعم,نعم,نعم,نعم,لا,شكر
5195,يوليو,45131,519947,نعم,نعم,نعم,نعم,لا,شكر
5196,يوليو,45131,520442,نعم,نعم,نعم,نعم,لا,شكر
5197,يوليو,45131,520579,نعم,نعم,نعم,نعم,لا,شكر
5198,يوليو,45131,520736,نعم,نعم,نعم,نعم,لا,شكر
5199,يوليو,45131,520855,نعم,نعم,نعم,نعم,لا,شكر
5200,يوليو,45131,520882,نعم,نعم,نعم,نعم,لا,شكر
5201,يوليو,45131,521278,نعم,نعم,نعم,نعم,لا,شكر
5202,يوليو,45131,521687,نعم,نعم,نعم,نعم,لا,شكر
5203,يوليو,45131,522987,نعم,نعم,نعم,نعم,لا,شكر
5204,يوليو,45131,524039,نعم,نعم,نعم,نعم,لا,شكر
5205,يوليو,45131,525881,نعم,نعم,نعم,نعم,لا,شكر
5206,يوليو,45131,526523,نعم,نعم,نعم,نعم,لا,شكر
5207,يوليو,45131,526814,نعم,نعم,نعم,نعم,لا,شكر
5208,يوليو,45131,527052,نعم,نعم,نعم,نعم,لا,شكر
5209,يوليو,45131,528296,نعم,نعم,نعم,نعم,لا,شكر
5210,يوليو,45131,601437,نعم,نعم,نعم,نعم,لا,شكر
5211,يوليو,45131,602324,نعم,نعم,نعم,نعم,لا,شكر
5212,يوليو,45131,602722,نعم,نعم,نعم,نعم,لا,شكر
5213,يوليو,45132,379456,نعم,نعم,نعم,نعم,لا,شكر
5214,يوليو,45132,507195,نعم,نعم,نعم,نعم,لا,شكر
5215,يوليو,45132,507210,نعم,نعم,نعم,نعم,لا,شكر
5216,يوليو,45132,507312,لا,لا,لا,نعم,نعم,شكوي
5217,يوليو,45132,507754,نعم,نعم,نعم,نعم,لا,شكر
5218,يوليو,45132,507898,نعم,نعم,نعم,نعم,لا,شكر
5219,يوليو,45132,508677,نعم,نعم,نعم,نعم,لا,شكر
5220,يوليو,45132,508761,نعم,نعم,نعم,نعم,لا,شكر
5221,يوليو,45132,509652,لا,لا,لا,نعم,نعم,شكوي
5222,يوليو,45132,509887,نعم,نعم,نعم,نعم,لا,شكر
5223,يوليو,45132,509981,نعم,نعم,نعم,نعم,لا,شكر
5224,يوليو,45132,510357,نعم,نعم,نعم,نعم,لا,شكر
5225,يوليو,45132,510493,نعم,نعم,نعم,نعم,لا,شكر
5226,يوليو,45132,510602,نعم,نعم,نعم,نعم,لا,شكر
5227,يوليو,45132,510919,نعم,نعم,نعم,نعم,لا,شكر
5228,يوليو,45132,511280,نعم,نعم,نعم,نعم,لا,شكر
5229,يوليو,45132,511599,نعم,نعم,نعم,لا,نعم,شكوي
5230,يوليو,45132,512848,نعم,نعم,نعم,نعم,لا,شكر
