,شهر,تاريخ الاتصال,تاريخ طلب الاوردر,كود العميل,جوده المنتج - التغليف,خدمه متلقي الاوردر,وصول الاوردر بالميعاد المحدد,الخدمه مرضيه بشكل عام,ارتداء الطيار الكمامة,نوع المكالمة,ملاحظات العميل
2628,مايو,45060,45059,34881.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2629,مايو,45061,45060,106115.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2630,مايو,45061,45060,60892.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2631,مايو,45061,45060,111951.0,5,5,5,3,5,شكوي,غير راضى عن عدم اضافة ليمون مع الاوردر .. + عدم توافر سمك سالمون 
2632,مايو,45061,45060,85618.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2633,مايو,45061,45060,44841.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2634,مايو,45061,45060,46098.0,5,5,3,3,5,شكوي,يشكو توصيل الاوردر قبل موعده تم الاتفاق الساعة 5 وصل 3:55 .. ووصول ماكينىة الفيزا تعمل  بشكل سئ   واستغراق وقت لحين سحب المبلغ 
2635,مايو,45061,45060,111931.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2636,مايو,45061,45060,80787.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2637,مايو,45061,45060,65690.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2638,مايو,45061,45060,33437.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2639,مايو,45062,45061,35039.0,3,4,4,3,4,شكوي,سمك بلطي مشوى سئ وبدون تتبيلة 
2640,مايو,45062,45061,112030.0,2,2,2,2,2,شكوي,تم طلب سمك قشر بياض وتم ارسال نوع اخر وتم عمل مرتجع له
2641,مايو,45062,45061,36822.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2642,مايو,45062,45061,33489.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2643,مايو,45062,45061,58821.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2644,مايو,45062,45061,53590.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2645,مايو,45062,45061,54826.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2646,مايو,45062,45061,112014.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2647,مايو,45062,45061,97541.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2648,مايو,45062,45061,111995.0,3,4,4,3,4,شكوي,سمك سنجارى مليان صلصىة وبكمية كثيرة جدا 
2649,مايو,45062,45061,111985.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2650,مايو,45062,45061,44194.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2651,مايو,45062,45061,111951.0,4,4,2,2,4,شكوي,تاخير  وصول الاوردر تم ابلاغ العميل بتوصيله بعد ساعة ونصف اثناء الطلب ووصل بعد 3 ساعات  والاوردر وصل بارد بسبب التاخير 
2652,مايو,45063,45062,51467.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2653,مايو,45063,45062,43976.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2654,مايو,45063,45062,110050.0,3,4,4,3,4,شكوي,سمك بورى غير طازج وسئ  والقشر لازق فى اللحم 
2655,مايو,45063,45062,112109.0,2,4,4,2,4,شكوي,سمك بلطي مشوى تسويته سيئه جدا ومحــروق ولم يتم اضافة اى تتبيلة والقشر لازق فى اللحم
2656,مايو,45063,45062,62258.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2657,مايو,45063,45062,36897.0,2,4,4,2,4,شكوي,طاجن سبيط والاخطبوط تقطيعهم صغير و  سئ جدا وفيه رائحة زفارة والارز لم يتم تسويته جيدا 
2658,مايو,45063,45062,64892.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2659,مايو,45063,45062,58397.0,4,2,4,2,4,شكوي,تم طلب من الشيف باضافة شطه على السمك المشوى ولم يتم الالتزام بالملاحظة وشكوى متكررة 
2660,مايو,45063,45062,99053.0,5,5,5,3,5,شكوي,ارتفاع سعر سمك دينيس وبشكل مبالغ فيه .. 
2661,مايو,45063,45062,44310.0,3,5,5,3,5,شكوي,تسوية سمك بلطي مشوى سيئه واقرب ان يكون محروق 
2662,مايو,45063,45062,42824.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2663,مايو,45063,45062,34355.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2664,مايو,45063,45062,48435.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2665,مايو,45063,45062,57313.0,2,4,4,2,4,شكوي,سمك بلطي ناشف وسئ وتم اضافة ملح رغم التنبيه على الشيف بعدم اضافة ملح 
2666,مايو,45064,45063,58443.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2667,مايو,45064,45063,53489.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2668,مايو,45064,45063,38297.0,5,5,3,3,5,شكوي,تاخير وصول الاوردر تم الاتفاق الساعة 6 وصل 6:30
2669,مايو,45064,45063,68059.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2670,مايو,45064,45063,88989.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2671,مايو,45064,45063,91789.0,4,3,4,3,4,شكوي,عدم الالتزام بالاوزان المطلوبة ووصول اوزان اقل 
2672,مايو,45064,45063,41002.0,5,5,3,3,5,شكوي, تاخير وصول الاوردر تم الاتفاق الساعة 2:30 وصل 3:20 
2673,مايو,45064,45063,35154.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2674,مايو,45064,45063,36975.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2675,مايو,45064,45063,41635.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2676,مايو,45066,45065,43176.0,1,5,5,1,5,شكوي,سمك البلطى  شوى  زيت  وليمون غير  فريش   وزفر ورائحة الاطباق  زفرة    والاوردر  سئ  جدا
2677,مايو,45066,45065,72696.0,5,5,5,5,5,شكر,  الخدمة ممتازة
2678,مايو,45066,45065,37389.0,5,5,5,5,5,شكر,  الخدمة ممتازة
2679,مايو,45066,45065,62745.0,5,5,5,5,5,شكر,  الخدمة ممتازة
2680,مايو,45066,45065,32958.0,5,5,5,5,5,شكر,  الخدمة ممتازة
2681,مايو,45066,45065,51315.0,5,5,5,5,5,شكر,  الخدمة ممتازة
2682,مايو,45066,45065,112508.0,3,5,3,3,5,شكوي,سمك  اللوت  غير    فريش
2683,مايو,45066,45065,112493.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2684,مايو,45066,45065,64920.0,3,5,5,3,5,شكوي,سمك  البلطى  شوى  زيت وليمون    تم  تنشيفه  
2685,مايو,45066,45065,112502.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2686,مايو,45066,45065,105512.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2687,مايو,45066,45065,112534.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2688,مايو,45066,45065,48798.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2689,مايو,45066,45065,34153.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2690,مايو,45067,45066,41183.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2691,مايو,45067,45066,106430.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2692,مايو,45067,45066,42850.0,5,5,3,3,5,شكوي,غير راضى عن وصول الاوردر قبل موعده بساعة تم الاتفاق 3:30 وصل 2:30
2693,مايو,45067,45066,33131.0,3,4,4,3,4,شكوي,سمك بلطي وبورى المشويين تسويتهم سيئه وناشفين 
2694,مايو,45067,45066,42725.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2695,مايو,45067,45066,112577.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2696,مايو,45067,45066,53489.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2697,مايو,45067,45066,112591.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2698,مايو,45067,45066,52025.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2699,مايو,45067,45066,109914.0,5,5,3,3,5,شكوي,غير راضى عن وصول الاوردر قبل موعده تم الاتفاق الساعة 5 وصل 4:30
2700,مايو,45067,45066,56486.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2701,مايو,45067,45066,94347.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2702,مايو,45067,45066,77897.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2703,مايو,45067,45066,109902.0,4,3,3,3,4,شكوي,تاخير وصول الاوردر تم ابلاغ العميل بانه سوف يصل بعد ساعتين ووصل بعد 3 ساعات  وتشكو متلقية الاوردر  وانها متسرعة جدا ولم تعطي العميلىة فرصة للطلب  
2704,مايو,45067,45066,33581.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2705,مايو,45067,45066,112605.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2706,مايو,45067,45066,45979.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2707,مايو,45067,45066,106841.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2708,مايو,45067,45066,54450.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2709,مايو,45067,45066,104695.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2710,مايو,45068,45067,34826.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2711,مايو,45068,45067,56738.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2712,مايو,45068,45067,33923.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2713,مايو,45068,45067,35500.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2714,مايو,45068,45067,40774.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2715,مايو,45068,45067,41520.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2716,مايو,45068,45067,46346.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2717,مايو,45068,45067,67792.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2718,مايو,45068,45067,112700.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2719,مايو,45068,45067,110736.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2720,مايو,45068,45067,110536.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2721,مايو,45068,45067,41323.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2722,مايو,45068,45067,112734.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2723,مايو,45069,45068,52417.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2724,مايو,45069,45068,80694.0,3,5,5,3,5,شكوي,الاوردر بالكامل وصل بارد سمك بلطي وقشر بياض
2725,مايو,45069,45068,83133.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2726,مايو,45069,45068,57594.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2727,مايو,45069,45068,97188.0,5,5,3,3,5,شكوي,غير راضى عن وصول الاوردر قبل موعده تم الاتفاق على موعد توصيل  الساعة 4:30 و وصل الساعة 3 
2728,مايو,45069,45068,102042.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2729,مايو,45069,45068,51035.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2730,مايو,45069,45068,77135.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2731,مايو,45069,45068,34213.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2732,مايو,45069,45068,89353.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
2741,مايو,45071,45070,36063.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2742,مايو,45071,45070,42266.0,5,5,3,5,5,شكوي,استغرق  اوردر  سمك  نى  مدة  ساعتين  لوصوله  للعميل
2743,مايو,45071,45070,112997.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2744,مايو,45071,45070,102866.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2745,مايو,45071,45070,99916.0,3,5,5,3,5,شكوي,سمك البلطى  شوى  ردة تم  تنشيفه  شبه  محروق  وحجمه  صغير  
2746,مايو,45071,45070,112921.0,3,5,5,3,5,شكوي,  سمك  البورى سنجارى   به  رائحة  زفارة 
2747,مايو,45071,45070,37680.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2748,مايو,45071,45070,52614.0,3,5,5,3,5,شكوي,  الدينيس شوى  زيت  وليمون    تم  تنشيفه  
2749,مايو,45071,45070,94827.0,3,5,5,3,5,شكوي,سمك البلطى مقلى تتبيلته بدون ملح  وتم  تنشيفه  اثناء  القلى  
2750,مايو,45071,45070,51203.0,5,5,3,3,5,شكوي,تم  الاتفاق  مع  العميل  بوصول  الاوردر 4:00م وصل  5:00م يشكو العميل بان الاوردر  مكتوب  عليه خروج  3:00م مكتوب  من  قسم الاسماك على  الاوردر   ا/ حسين  السيد 01096034775
2751,مايو,45071,45070,33756.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2752,مايو,45071,45070,109267.0,3,5,5,3,5,شكوي, الارز  لم  يتم  تسويته  جيدا  شبه  نى  
2753,مايو,45072,45071,74664.0,5,5,3,3,5,شكوي,تاخير وصول الاوردر  لمدة ساعه الا ربع زيادة عن الموعد المتفق عليه والسمك وصل بارد بسبب التاخير 
2754,مايو,45072,45071,71675.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2755,مايو,45072,45071,56012.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2756,مايو,45072,45071,12557.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2757,مايو,45072,45071,53151.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2758,مايو,45072,45071,110050.0,1,1,1,1,1,شكوي,تشكو التغليف السئ للاوردر وانه وصل بحاله سيئه جدا وغير راضى عن ارتفاع اسعار التسوية  وابلغنا بعدم تكرار الطلب مرة اخرى 
2759,مايو,45072,45071,113098.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2760,مايو,45072,45071,47843.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2761,مايو,45072,45071,113123.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2762,مايو,45073,45072,113196.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2763,مايو,45073,45072,50147.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2764,مايو,45073,45072,111995.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2765,مايو,45073,45072,33209.0,3,5,5,3,5,شكوي,  فيليه  بلطى  يحتوى على  شوك 
2766,مايو,45073,45072,47651.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2767,مايو,45073,45072,75393.0,3,5,5,3,5,شكوي, وصول الاوردر بارد وتاخيره ساعة    من  4:30م وصل  5:30م 
2768,مايو,45073,45072,54826.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2769,مايو,45073,45072,70309.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2770,مايو,45073,45072,88643.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2771,مايو,45073,45072,101154.0,3,5,5,3,5,شكوي,  البورى شوى   ردة   تتبيلته زيادة بها الثوم  ولم يتم  تسويته جيدا  
2772,مايو,45073,45072,48040.0,5,5,5,5,5,شكر,  الخدمة ممتازة 
2773,مايو,45074,45073,83907.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2774,مايو,45074,45073,111070.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2775,مايو,45074,45073,113289.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2776,مايو,45074,45073,104806.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2777,مايو,45074,45073,81499.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2778,مايو,45074,45073,103096.0,2,4,4,2,4,شكوي,يشكو من التغليف السئ للاوردر وصوص الجمبرى والفيليه تم انسكابه فى الاكياس 
2779,مايو,45074,45073,92815.0,3,4,4,3,4,شكوي,سمك بلطي المقلى يحتوى على دم وتسويته سيئة جدا 
2780,مايو,45074,45073,56345.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2781,مايو,45074,45073,94118.0,5,5,3,3,5,شكوي,وجود منسيات بالاوردر وتشكو تاخير وصول المنسيات لمدة ساعة بعد وصول الاوردر 
2782,مايو,45074,45073,113339.0,5,5,3,3,5,شكوي,تاخير وصول الاوردر تم الاتفاق الساعة 5 وصل 7:30 
2783,مايو,45075,45074,96715.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2784,مايو,45075,45074,48101.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2785,مايو,45075,45074,76570.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2786,مايو,45075,45074,56739.0,3,5,5,3,5,شكوي,سمك بربون غير طازج وسئ
2787,مايو,45075,45074,113436.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2788,مايو,45075,45074,94347.0,3,4,4,3,4,شكوي,الجندوفلى يحتوى على رمله وسئ
2789,مايو,45075,45074,113438.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2790,مايو,45075,45074,60930.0,5,5,5,5,5,شكوي,تم طلب 2 بلطي سنجارى وصل مقلى رغم انه  تم احتساب بالبون تسوية سنجارى   106/15/250/280523
2791,مايو,45075,45074,57874.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2792,مايو,45075,45074,57034.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2793,مايو,45075,45074,48658.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2794,مايو,45075,45074,44194.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
2795,مايو,45065,45064,38199.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2796,مايو,45065,45064,87665.0,5,5,3,3,5,شكوي, تم  عمل  اوردر  سمك  نى  الساعة  12.30م  وصل  4:30م  بعد  التواصل  اكثر  من  مرة  
2797,مايو,45065,45064,112366.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2798,مايو,45065,45064,112404.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2799,مايو,45065,45064,111185.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2800,مايو,45065,45064,70301.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2801,مايو,45065,45064,64432.0,3,5,5,3,5,شكوي,سمك  البورى شوى  ردة  غير  فريش
2802,مايو,45065,45064,76728.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
2803,مايو,45076,45075,63966.0,2,4,4,2,4,شكوي, سمك بطلي غير طازج وناشف وسئ جدا 
2804,مايو,45076,45075,67191.0,2,4,4,2,4,شكوي,سمك بورى المشوى غير طازج وسئ وفيه رائحة زفارة 
2805,مايو,45076,45075,69369.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2806,مايو,45076,45075,33566.0,5,5,3,3,5,شكوي,غير رضى عن وصول الاوردر قبل موعده تم الاتفاق الساعة 5:30 وصل الساعة 4:30 
2807,مايو,45076,45075,111891.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2808,مايو,45076,45075,44478.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2809,مايو,45076,45075,46852.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2810,مايو,45076,45075,113566.0,5,5,3,3,5,شكوي,تاخير وصول اوردر سمك ني اكثر من ساعتين 
2811,مايو,45076,45075,33288.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2812,مايو,45076,45075,113592.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2813,مايو,45076,45075,46831.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2814,مايو,45077,45076,33539.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2815,مايو,45077,45076,69899.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2816,مايو,45077,45076,33116.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2817,مايو,45077,45076,48435.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2818,مايو,45077,45076,64993.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2819,مايو,45077,45076,42824.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2820,مايو,45077,45076,111931.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2821,مايو,45077,45076,113701.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2822,مايو,45077,45076,97650.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2823,مايو,45078,45077,62610.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2824,مايو,45078,45077,86434.0,2,4,2,2,4,شكوي,سمك بلطي غير طازج وسئ +  ويشكو  تاخير وصول الاوردر اكثر من ساعتين ( اوردر سمك ني ) 
2825,مايو,45078,45077,97541.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2826,مايو,45078,45077,85618.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2827,مايو,45078,45077,35956.0,2,4,4,2,2,شكوي,سمك بلطي غير طازج وسئ وتم طلب الحساب بالفيزا والطيار وصل بدون الفيزا  رغم التأكيد على الكول سنتر والقسم مسبقا بعدم نسيان الفيزا 
2828,مايو,45078,45077,113099.0,3,5,5,3,5,شكوي,تتبيلة سمك بلطي سيئة 
2829,مايو,45078,45077,53126.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2830,مايو,45078,45077,59017.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2831,مايو,45078,45077,48342.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2832,مايو,45078,45077,79336.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2833,مايو,45078,45077,104418.0,1,1,1,1,1,شكوي,تم طلب 1 كجم سمك قشر بياض وصل 2 كجم وتم عمل مرتجع للاوردر
2834,مايو,45048,45047,496525.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2835,مايو,45048,45047,507500.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2836,مايو,45048,45047,507582.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2837,مايو,45048,45047,507733.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2838,مايو,45048,45047,507890.0,5,5,5,5,3,شكوي,غير راضى عن ارتفاع اسعار السمك  وخصوصا السمك البورى ارتفاع سعره  ل 180 جنيه .. مقارنه  بالاماكن الاخرى مثل  محل نورماندي بالتجمع اسعاره ارخص من ذلك
2839,مايو,45048,45047,508440.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2840,مايو,45048,45047,509982.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2841,مايو,45048,45047,509995.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2842,مايو,45048,45047,514894.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  .. لم يقوم بتسوية السمك 
2843,مايو,45048,45047,515612.0,1,1,1,1,1,شكوي,غير راضى عن ارتفاع سعر السمك البورى ل 180 جنيه  وانه اغلى بكثر من الاماكن الاخرى  مثل  محل اسماك لؤلؤ واصداف ..  ويشكو انه تم طلب الاوردر الساعة  10 وتم الاتفاق على موعد استلام الاوردر  بالقسم الساعة 3 وعند وصول ابن العميل لاستلام الاوردر لم يجد الاوردر موجود وتفاجئ انه سيتم البدأ بتحضيره
2844,مايو,45048,45047,517928.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2845,مايو,45048,45047,520803.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2846,مايو,45048,45047,525354.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2847,مايو,45048,45047,601521.0,5,5,5,1,3,شكوي,يشكو سوء معاملة موظف القسم وان اسلوبه سئ جدا مع العميل 34/15/250/010523
2848,مايو,45048,45047,601785.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2849,مايو,45048,45047,602474.0,5,5,5,3,3,شكوي,يشكو انه احيانا يوجد موظف واحد بالقسم امام عدد كثير جدا من العملاء 
2850,مايو,45048,45047,610855.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2851,مايو,45048,45047,612353.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2852,مايو,45049,45048,507541.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2853,مايو,45049,45048,508098.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم بتسوية السمك 
2854,مايو,45049,45048,508256.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2855,مايو,45049,45048,510072.0,5,5,5,2,2,شكوي,غير راضي عن تعامل موظف القسم باسلوب سئ مع عميل اخر عندما طلب منه تلقى الطلب ورفض الموظف ذلك وابلغه انه ما زال يستلم السمك وباسلوب غير لائق  8/2/250/250523
2856,مايو,45049,45048,511052.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2857,مايو,45049,45048,511258.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2858,مايو,45049,45048,515405.0,5,5,5,5,3,شكوي, ارتفاع  سعر السمك البورى 
2859,مايو,45049,45048,516042.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2860,مايو,45049,45048,516044.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2861,مايو,45049,45048,517215.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2862,مايو,45049,45048,519453.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2863,مايو,45049,45048,519775.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2864,مايو,45049,45048,524129.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2865,مايو,45049,45048,603212.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2866,مايو,45049,45048,611438.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2867,مايو,45049,45048,612353.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2868,مايو,45049,45048,618040.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2869,مايو,45049,45048,624219.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2870,مايو,45049,45048,628830.0,5,5,5,3,3,شكوي,قلة موظفين القسم والازدحام 
2871,مايو,45049,45048,631714.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2872,مايو,45049,45048,837635.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2873,مايو,45049,45048,838015.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2874,مايو,45049,45048,838783.0,1,1,1,1,1,شكوي,   اسلوب موظف القسم سئ و يشكو  طول فترة انتظار تنضيف الجمبرى لمدة ساعة وتم عمل مرتجع للطلب 157/15/250/0020523
2875,مايو,45050,45049,200275.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2876,مايو,45050,45049,507121.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2877,مايو,45050,45049,507490.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2878,مايو,45050,45049,507506.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2879,مايو,45050,45049,507673.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2880,مايو,45050,45049,508225.0,3,5,5,5,3,شكوي,السردين حجمه كبير وجودته اقل من الايام السابقة 
2881,مايو,45050,45049,508844.0,5,5,5,5,5,شكر,خدمة ممتازة جدا وتشكر ا/ ايمن الموظف بالقسم 
2882,مايو,45050,45049,509639.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2883,مايو,45050,45049,516294.0,3,4,4,4,3,شكوي,تسوية سمك بورى سيئه و الجلد لازق فى اللحم وغير راضى عن ارتفاع سعر السمك البورى ل 180 جنيه 
2884,مايو,45050,45049,517024.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2885,مايو,45050,45049,519559.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
2886,مايو,45050,45049,523482.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
